id	male_parent	female_parent
ID2241	ID1538	ID1034
ID2259	ID1538	ID1034
ID2264	ID1538	ID1034
ID2265	ID1538	ID1034
ID2266	ID1538	ID1034
ID2273	ID1538	ID1034
ID2276	ID1538	ID1034
ID1715	ID1512	ID1158
ID1717	ID1512	ID1158
ID1719	ID1512	ID1158
ID1721	ID1512	ID1158
ID1722	ID1512	ID1158
ID1723	ID1512	ID1158
ID1730	ID1512	ID1158
ID1735	ID1512	ID1158
ID1745	ID1512	ID1158
ID1749	ID1512	ID1158
ID1750	ID1512	ID1158
ID1762	ID1512	ID1158
ID1768	ID1512	ID1158
ID1770	ID1512	ID1158
ID1771	ID1512	ID1158
ID1790	ID1512	ID1158
ID1792	ID1512	ID1158
ID1797	ID1512	ID1158
ID1804	ID1512	ID1158
ID1653	ID1510	ID1016
ID1657	ID1510	ID1016
ID1658	ID1510	ID1016
ID1659	ID1510	ID1016
ID1663	ID1510	ID1016
ID1664	ID1510	ID1016
ID1665	ID1510	ID1016
ID1666	ID1510	ID1016
ID1667	ID1510	ID1016
ID1669	ID1510	ID1016
ID1670	ID1510	ID1016
ID1673	ID1510	ID1016
ID1675	ID1510	ID1016
ID1678	ID1510	ID1016
ID1684	ID1510	ID1016
ID1686	ID1510	ID1016
ID1687	ID1510	ID1016
ID1694	ID1510	ID1016
ID1696	ID1510	ID1016
ID1706	ID1510	ID1016
ID1814	ID1509	ID1034
ID1817	ID1509	ID1034
ID1818	ID1509	ID1034
ID1821	ID1509	ID1034
ID1827	ID1509	ID1034
ID1830	ID1509	ID1034
ID1831	ID1509	ID1034
ID1832	ID1509	ID1034
ID1858	ID1509	ID1034
ID1859	ID1509	ID1034
ID1860	ID1509	ID1034
ID1862	ID1509	ID1034
ID1871	ID1509	ID1034
ID1877	ID1509	ID1034
ID1880	ID1509	ID1034
ID1884	ID1509	ID1034
ID1891	ID1509	ID1034
ID1902	ID1509	ID1034
ID1905	ID1509	ID1034
ID1811	ID1495	ID0041
ID1812	ID1495	ID0041
ID1823	ID1495	ID0041
ID1824	ID1495	ID0041
ID1825	ID1495	ID0041
ID1828	ID1495	ID0041
ID1829	ID1495	ID0041
ID1836	ID1495	ID0041
ID1837	ID1495	ID0041
ID1838	ID1495	ID0041
ID1842	ID1495	ID0041
ID1848	ID1495	ID0041
ID1852	ID1495	ID0041
ID1855	ID1495	ID0041
ID1864	ID1495	ID0041
ID1874	ID1495	ID0041
ID1888	ID1495	ID0041
ID1892	ID1495	ID0041
ID1900	ID1495	ID0041
ID1559	ID1475	ID1071
ID1564	ID1475	ID1071
ID1568	ID1475	ID1071
ID1574	ID1475	ID1071
ID1575	ID1475	ID1071
ID1576	ID1475	ID1071
ID1580	ID1475	ID1071
ID1587	ID1475	ID1071
ID1590	ID1475	ID1071
ID1594	ID1475	ID1071
ID1598	ID1475	ID1071
ID1599	ID1475	ID1071
ID1601	ID1475	ID1071
ID1618	ID1475	ID1071
ID1621	ID1475	ID1071
ID1623	ID1475	ID1071
ID1624	ID1475	ID1071
ID1626	ID1475	ID1071
ID1628	ID1475	ID1071
ID1634	ID1475	ID1071
ID1635	ID1475	ID1071
ID2055	ID1470	ID0691
ID2056	ID1470	ID0691
ID2058	ID1470	ID0691
ID2060	ID1470	ID0691
ID2061	ID1470	ID0691
ID2063	ID1470	ID0691
ID2065	ID1470	ID0691
ID2066	ID1470	ID0691
ID2067	ID1470	ID0691
ID2069	ID1470	ID0691
ID2071	ID1470	ID0691
ID2072	ID1470	ID0691
ID2073	ID1470	ID0691
ID2075	ID1470	ID0691
ID2077	ID1470	ID0691
ID2078	ID1470	ID0691
ID2079	ID1470	ID0691
ID2080	ID1470	ID0691
ID2083	ID1470	ID0691
ID2084	ID1470	ID0691
ID1554	ID1439	ID1091
ID1557	ID1439	ID1091
ID1570	ID1439	ID1091
ID1572	ID1439	ID1091
ID1577	ID1439	ID1091
ID1579	ID1439	ID1091
ID1586	ID1439	ID1091
ID1592	ID1439	ID1091
ID1593	ID1439	ID1091
ID1595	ID1439	ID1091
ID1596	ID1439	ID1091
ID1600	ID1439	ID1091
ID1603	ID1439	ID1091
ID1619	ID1439	ID1091
ID1631	ID1439	ID1091
ID1637	ID1439	ID1091
ID1643	ID1439	ID1091
ID1650	ID1439	ID1091
ID1651	ID1435	ID1133
ID1652	ID1435	ID1133
ID1654	ID1435	ID1133
ID1655	ID1435	ID1133
ID1656	ID1435	ID1133
ID1661	ID1435	ID1133
ID1662	ID1435	ID1133
ID1668	ID1435	ID1133
ID1672	ID1435	ID1133
ID1674	ID1435	ID1133
ID1676	ID1435	ID1133
ID1677	ID1435	ID1133
ID1680	ID1435	ID1133
ID1681	ID1435	ID1133
ID1683	ID1435	ID1133
ID1685	ID1435	ID1133
ID1689	ID1435	ID1133
ID1691	ID1435	ID1133
ID1692	ID1435	ID1133
ID1693	ID1435	ID1133
ID1702	ID1435	ID1133
ID1660	ID1422	ID0658
ID1682	ID1422	ID0658
ID1688	ID1422	ID0658
ID1690	ID1422	ID0658
ID1695	ID1422	ID0658
ID1697	ID1422	ID0658
ID1698	ID1422	ID0658
ID1699	ID1422	ID0658
ID1700	ID1422	ID0658
ID1701	ID1422	ID0658
ID1703	ID1422	ID0658
ID1704	ID1422	ID0658
ID1705	ID1422	ID0658
ID1707	ID1422	ID0658
ID2189	ID1422	ID0658
ID2192	ID1422	ID0658
ID2234	ID1422	ID0658
ID2249	ID1422	ID0658
ID2279	ID1422	ID0658
ID2202	ID1412	ID1166
ID2205	ID1412	ID1166
ID2210	ID1412	ID1166
ID2215	ID1412	ID1166
ID2222	ID1412	ID1166
ID2227	ID1412	ID1166
ID2231	ID1412	ID1166
ID2237	ID1412	ID1166
ID2238	ID1412	ID1166
ID2242	ID1412	ID1166
ID2243	ID1412	ID1166
ID2252	ID1412	ID1166
ID2261	ID1412	ID1166
ID2270	ID1412	ID1166
ID2271	ID1412	ID1166
ID2272	ID1412	ID1166
ID2278	ID1412	ID1166
ID1708	ID1397	ID1104
ID1733	ID1397	ID1104
ID1736	ID1397	ID1104
ID1740	ID1397	ID1104
ID1751	ID1397	ID1104
ID1755	ID1397	ID1104
ID1759	ID1397	ID1104
ID1761	ID1397	ID1104
ID1765	ID1397	ID1104
ID1769	ID1397	ID1104
ID1772	ID1397	ID1104
ID1776	ID1397	ID1104
ID1788	ID1397	ID1104
ID1789	ID1397	ID1104
ID1796	ID1397	ID1104
ID1798	ID1397	ID1104
ID1800	ID1397	ID1104
ID1801	ID1397	ID1104
ID1805	ID1397	ID1104
ID1807	ID1397	ID1104
ID1709	ID1362	ID0691
ID1712	ID1362	ID0691
ID1716	ID1362	ID0691
ID1720	ID1362	ID0691
ID1725	ID1362	ID0691
ID1727	ID1362	ID0691
ID1729	ID1362	ID0691
ID1732	ID1362	ID0691
ID1742	ID1362	ID0691
ID1746	ID1362	ID0691
ID1753	ID1362	ID0691
ID1756	ID1362	ID0691
ID1758	ID1362	ID0691
ID1760	ID1362	ID0691
ID1764	ID1362	ID0691
ID1787	ID1362	ID0691
ID1803	ID1362	ID0691
ID1806	ID1362	ID0691
ID1886	ID1362	ID0691
ID2193	ID1349	ID1156
ID2194	ID1349	ID1156
ID2200	ID1349	ID1156
ID2201	ID1349	ID1156
ID2207	ID1349	ID1156
ID2212	ID1349	ID1156
ID2213	ID1349	ID1156
ID2218	ID1349	ID1156
ID2230	ID1349	ID1156
ID2236	ID1349	ID1156
ID2244	ID1349	ID1156
ID2246	ID1349	ID1156
ID2251	ID1349	ID1156
ID2254	ID1349	ID1156
ID2256	ID1349	ID1156
ID2274	ID1349	ID1156
ID2382	ID1346	ID0052
ID2383	ID1346	ID0052
ID2384	ID1346	ID0052
ID2388	ID1346	ID0052
ID2389	ID1346	ID0052
ID2391	ID1346	ID0052
ID2392	ID1346	ID0052
ID2397	ID1346	ID0052
ID2401	ID1346	ID0052
ID2404	ID1346	ID0052
ID2405	ID1346	ID0052
ID2407	ID1346	ID0052
ID2411	ID1346	ID0052
ID2413	ID1346	ID0052
ID2415	ID1346	ID0052
ID2417	ID1346	ID0052
ID2418	ID1346	ID0052
ID2420	ID1346	ID0052
ID2421	ID1346	ID0052
ID2385	ID1321	ID1135
ID2386	ID1321	ID1135
ID2387	ID1321	ID1135
ID2390	ID1321	ID1135
ID2393	ID1321	ID1135
ID2394	ID1321	ID1135
ID2395	ID1321	ID1135
ID2396	ID1321	ID1135
ID2398	ID1321	ID1135
ID2399	ID1321	ID1135
ID2400	ID1321	ID1135
ID2402	ID1321	ID1135
ID2403	ID1321	ID1135
ID2408	ID1321	ID1135
ID2409	ID1321	ID1135
ID2410	ID1321	ID1135
ID2412	ID1321	ID1135
ID2416	ID1321	ID1135
ID2419	ID1321	ID1135
ID1711	ID1315	ID1217
ID1713	ID1315	ID1217
ID1724	ID1315	ID1217
ID1726	ID1315	ID1217
ID1728	ID1315	ID1217
ID1738	ID1315	ID1217
ID1739	ID1315	ID1217
ID1744	ID1315	ID1217
ID1747	ID1315	ID1217
ID1752	ID1315	ID1217
ID1754	ID1315	ID1217
ID1767	ID1315	ID1217
ID1773	ID1315	ID1217
ID1777	ID1315	ID1217
ID1778	ID1315	ID1217
ID1779	ID1315	ID1217
ID1784	ID1315	ID1217
ID1791	ID1315	ID1217
ID1793	ID1315	ID1217
ID1795	ID1315	ID1217
ID1799	ID1315	ID1217
ID2284	ID1302	ID1170
ID2289	ID1302	ID1170
ID2292	ID1302	ID1170
ID2296	ID1302	ID1170
ID2299	ID1302	ID1170
ID2303	ID1302	ID1170
ID2311	ID1302	ID1170
ID2312	ID1302	ID1170
ID2315	ID1302	ID1170
ID2324	ID1302	ID1170
ID2331	ID1302	ID1170
ID2335	ID1302	ID1170
ID2339	ID1302	ID1170
ID2341	ID1302	ID1170
ID2347	ID1302	ID1170
ID2352	ID1302	ID1170
ID2358	ID1302	ID1170
ID2359	ID1302	ID1170
ID2365	ID1302	ID1170
ID2378	ID1302	ID1170
ID2379	ID1302	ID1170
ID1808	ID1271	ID1066
ID1809	ID1271	ID1066
ID1813	ID1271	ID1066
ID1816	ID1271	ID1066
ID1819	ID1271	ID1066
ID1840	ID1271	ID1066
ID1846	ID1271	ID1066
ID1849	ID1271	ID1066
ID1854	ID1271	ID1066
ID1863	ID1271	ID1066
ID1865	ID1271	ID1066
ID1866	ID1271	ID1066
ID1868	ID1271	ID1066
ID1870	ID1271	ID1066
ID1875	ID1271	ID1066
ID1878	ID1271	ID1066
ID1879	ID1271	ID1066
ID1883	ID1271	ID1066
ID1885	ID1271	ID1066
ID1896	ID1271	ID1066
ID1553	ID1268	ID1227
ID1556	ID1268	ID1227
ID1561	ID1268	ID1227
ID1562	ID1268	ID1227
ID1565	ID1268	ID1227
ID1566	ID1268	ID1227
ID1569	ID1268	ID1227
ID1581	ID1268	ID1227
ID1588	ID1268	ID1227
ID1589	ID1268	ID1227
ID1602	ID1268	ID1227
ID1605	ID1268	ID1227
ID1607	ID1268	ID1227
ID1608	ID1268	ID1227
ID1616	ID1268	ID1227
ID1622	ID1268	ID1227
ID1625	ID1268	ID1227
ID1629	ID1268	ID1227
ID1630	ID1268	ID1227
ID1321	ID0987	ID0745
ID2167	ID0987	ID0745
ID1302	ID0969	ID0788
ID1435	ID0919	ID0457
ID1512	ID0905	ID0819
ID1538	ID0889	ID0515
ID1510	ID0851	ID0314
ID1999	ID0850	ID0502
ID2100	ID0806	ID0943
ID2138	ID0797	ID0440
ID1397	ID0795	ID0584
ID1412	ID0795	ID0584
ID1315	ID0776	ID0539
ID1346	ID0776	ID0539
ID1268	ID0742	ID0517
ID1349	ID0742	ID0517
ID1362	ID0742	ID0517
ID1954	ID0627	ID0754
ID1271	ID0569	ID0385
ID1495	ID0439	ID0735
ID2037	ID0439	ID0735
ID1965	ID0422	ID0549
ID1470	ID0404	ID0510
ID1475	ID0404	ID0510
ID1509	ID0404	ID0510
ID2086	ID0404	ID0510
ID1915	ID0353	ID0571
ID1924	ID0348	ID0805
ID1941	ID0348	ID0805
ID1439	ID0326	ID0907
ID1422	ID0316	ID0466
ID2140	ID0293	ID0784
ID2155	ID0293	ID0784
ID1312	ID0987	ID0745
ID1320	ID0987	ID0745
ID1323	ID0987	ID0745
ID1324	ID0987	ID0745
ID1327	ID0987	ID0745
ID1333	ID0987	ID0745
ID1337	ID0987	ID0745
ID1340	ID0987	ID0745
ID1344	ID0987	ID0745
ID1355	ID0987	ID0745
ID2142	ID0987	ID0745
ID2144	ID0987	ID0745
ID2145	ID0987	ID0745
ID2146	ID0987	ID0745
ID2149	ID0987	ID0745
ID2151	ID0987	ID0745
ID2154	ID0987	ID0745
ID2168	ID0987	ID0745
ID2170	ID0987	ID0745
ID2171	ID0987	ID0745
ID2175	ID0987	ID0745
ID2177	ID0987	ID0745
ID2181	ID0987	ID0745
ID2182	ID0987	ID0745
ID1269	ID0969	ID0788
ID1272	ID0969	ID0788
ID1274	ID0969	ID0788
ID1275	ID0969	ID0788
ID1276	ID0969	ID0788
ID1278	ID0969	ID0788
ID1291	ID0969	ID0788
ID1301	ID0969	ID0788
ID1322	ID0969	ID0788
ID1348	ID0969	ID0788
ID1352	ID0969	ID0788
ID1359	ID0969	ID0788
ID2102	ID0969	ID0788
ID2103	ID0969	ID0788
ID2104	ID0969	ID0788
ID2105	ID0969	ID0788
ID2106	ID0969	ID0788
ID2107	ID0969	ID0788
ID2108	ID0969	ID0788
ID2109	ID0969	ID0788
ID2110	ID0969	ID0788
ID2111	ID0969	ID0788
ID2112	ID0969	ID0788
ID2113	ID0969	ID0788
ID1377	ID0919	ID0457
ID1379	ID0919	ID0457
ID1382	ID0919	ID0457
ID1384	ID0919	ID0457
ID1385	ID0919	ID0457
ID1389	ID0919	ID0457
ID1391	ID0919	ID0457
ID1394	ID0919	ID0457
ID1398	ID0919	ID0457
ID1399	ID0919	ID0457
ID1400	ID0919	ID0457
ID1404	ID0919	ID0457
ID1405	ID0919	ID0457
ID1406	ID0919	ID0457
ID1408	ID0919	ID0457
ID1413	ID0919	ID0457
ID1424	ID0919	ID0457
ID1426	ID0919	ID0457
ID1428	ID0919	ID0457
ID1434	ID0919	ID0457
ID1441	ID0919	ID0457
ID1445	ID0919	ID0457
ID1446	ID0919	ID0457
ID1447	ID0919	ID0457
ID1452	ID0905	ID0819
ID1453	ID0905	ID0819
ID1454	ID0905	ID0819
ID1455	ID0905	ID0819
ID1459	ID0905	ID0819
ID1463	ID0905	ID0819
ID1464	ID0905	ID0819
ID1469	ID0905	ID0819
ID1472	ID0905	ID0819
ID1479	ID0905	ID0819
ID1484	ID0905	ID0819
ID1486	ID0905	ID0819
ID1487	ID0905	ID0819
ID1490	ID0905	ID0819
ID1498	ID0905	ID0819
ID1500	ID0905	ID0819
ID1502	ID0905	ID0819
ID1508	ID0905	ID0819
ID1511	ID0905	ID0819
ID1514	ID0905	ID0819
ID1519	ID0905	ID0819
ID1521	ID0905	ID0819
ID1527	ID0905	ID0819
ID1528	ID0905	ID0819
ID1507	ID0889	ID0515
ID1529	ID0889	ID0515
ID1530	ID0889	ID0515
ID1531	ID0889	ID0515
ID1532	ID0889	ID0515
ID1533	ID0889	ID0515
ID1534	ID0889	ID0515
ID1535	ID0889	ID0515
ID1536	ID0889	ID0515
ID1537	ID0889	ID0515
ID1539	ID0889	ID0515
ID1540	ID0889	ID0515
ID1541	ID0889	ID0515
ID1542	ID0889	ID0515
ID1543	ID0889	ID0515
ID1544	ID0889	ID0515
ID1545	ID0889	ID0515
ID1546	ID0889	ID0515
ID1547	ID0889	ID0515
ID1548	ID0889	ID0515
ID1549	ID0889	ID0515
ID1550	ID0889	ID0515
ID1551	ID0889	ID0515
ID1552	ID0889	ID0515
ID1457	ID0851	ID0314
ID1460	ID0851	ID0314
ID1461	ID0851	ID0314
ID1462	ID0851	ID0314
ID1465	ID0851	ID0314
ID1471	ID0851	ID0314
ID1473	ID0851	ID0314
ID1476	ID0851	ID0314
ID1482	ID0851	ID0314
ID1483	ID0851	ID0314
ID1489	ID0851	ID0314
ID1494	ID0851	ID0314
ID1496	ID0851	ID0314
ID1499	ID0851	ID0314
ID1503	ID0851	ID0314
ID1505	ID0851	ID0314
ID1513	ID0851	ID0314
ID1515	ID0851	ID0314
ID1516	ID0851	ID0314
ID1517	ID0851	ID0314
ID1520	ID0851	ID0314
ID1522	ID0851	ID0314
ID1524	ID0851	ID0314
ID1526	ID0851	ID0314
ID1958	ID0850	ID0502
ID1961	ID0850	ID0502
ID1962	ID0850	ID0502
ID1963	ID0850	ID0502
ID1966	ID0850	ID0502
ID1968	ID0850	ID0502
ID1974	ID0850	ID0502
ID1975	ID0850	ID0502
ID1976	ID0850	ID0502
ID1979	ID0850	ID0502
ID1984	ID0850	ID0502
ID1985	ID0850	ID0502
ID1990	ID0850	ID0502
ID1996	ID0850	ID0502
ID1997	ID0850	ID0502
ID2003	ID0850	ID0502
ID2009	ID0850	ID0502
ID2012	ID0850	ID0502
ID2017	ID0850	ID0502
ID2019	ID0850	ID0502
ID2021	ID0850	ID0502
ID2024	ID0850	ID0502
ID2027	ID0850	ID0502
ID2033	ID0850	ID0502
ID1955	ID0806	ID0943
ID1970	ID0806	ID0943
ID1972	ID0806	ID0943
ID1978	ID0806	ID0943
ID1987	ID0806	ID0943
ID1991	ID0806	ID0943
ID1993	ID0806	ID0943
ID1995	ID0806	ID0943
ID2000	ID0806	ID0943
ID2002	ID0806	ID0943
ID2006	ID0806	ID0943
ID2031	ID0806	ID0943
ID2087	ID0806	ID0943
ID2088	ID0806	ID0943
ID2090	ID0806	ID0943
ID2091	ID0806	ID0943
ID2092	ID0806	ID0943
ID2093	ID0806	ID0943
ID2094	ID0806	ID0943
ID2095	ID0806	ID0943
ID2096	ID0806	ID0943
ID2097	ID0806	ID0943
ID2098	ID0806	ID0943
ID2099	ID0806	ID0943
ID2101	ID0806	ID0943
ID2114	ID0797	ID0440
ID2115	ID0797	ID0440
ID2116	ID0797	ID0440
ID2117	ID0797	ID0440
ID2118	ID0797	ID0440
ID2119	ID0797	ID0440
ID2120	ID0797	ID0440
ID2121	ID0797	ID0440
ID2122	ID0797	ID0440
ID2123	ID0797	ID0440
ID2124	ID0797	ID0440
ID2125	ID0797	ID0440
ID2126	ID0797	ID0440
ID2127	ID0797	ID0440
ID2128	ID0797	ID0440
ID2129	ID0797	ID0440
ID2130	ID0797	ID0440
ID2131	ID0797	ID0440
ID2132	ID0797	ID0440
ID2133	ID0797	ID0440
ID2134	ID0797	ID0440
ID2135	ID0797	ID0440
ID2136	ID0797	ID0440
ID2137	ID0797	ID0440
ID1378	ID0795	ID0584
ID1383	ID0795	ID0584
ID1392	ID0795	ID0584
ID1393	ID0795	ID0584
ID1395	ID0795	ID0584
ID1401	ID0795	ID0584
ID1402	ID0795	ID0584
ID1415	ID0795	ID0584
ID1416	ID0795	ID0584
ID1418	ID0795	ID0584
ID1419	ID0795	ID0584
ID1420	ID0795	ID0584
ID1421	ID0795	ID0584
ID1423	ID0795	ID0584
ID1425	ID0795	ID0584
ID1429	ID0795	ID0584
ID1430	ID0795	ID0584
ID1431	ID0795	ID0584
ID1433	ID0795	ID0584
ID1438	ID0795	ID0584
ID1444	ID0795	ID0584
ID1449	ID0795	ID0584
ID1450	ID0795	ID0584
ID1273	ID0776	ID0539
ID1284	ID0776	ID0539
ID1293	ID0776	ID0539
ID1294	ID0776	ID0539
ID1295	ID0776	ID0539
ID1303	ID0776	ID0539
ID1304	ID0776	ID0539
ID1305	ID0776	ID0539
ID1310	ID0776	ID0539
ID1317	ID0776	ID0539
ID1325	ID0776	ID0539
ID1328	ID0776	ID0539
ID1329	ID0776	ID0539
ID1330	ID0776	ID0539
ID1332	ID0776	ID0539
ID1336	ID0776	ID0539
ID1338	ID0776	ID0539
ID1341	ID0776	ID0539
ID1342	ID0776	ID0539
ID1343	ID0776	ID0539
ID1345	ID0776	ID0539
ID1347	ID0776	ID0539
ID1357	ID0776	ID0539
ID1279	ID0742	ID0517
ID1281	ID0742	ID0517
ID1282	ID0742	ID0517
ID1283	ID0742	ID0517
ID1285	ID0742	ID0517
ID1287	ID0742	ID0517
ID1299	ID0742	ID0517
ID1307	ID0742	ID0517
ID1308	ID0742	ID0517
ID1313	ID0742	ID0517
ID1314	ID0742	ID0517
ID1316	ID0742	ID0517
ID1318	ID0742	ID0517
ID1319	ID0742	ID0517
ID1326	ID0742	ID0517
ID1339	ID0742	ID0517
ID1350	ID0742	ID0517
ID1353	ID0742	ID0517
ID1354	ID0742	ID0517
ID1356	ID0742	ID0517
ID1358	ID0742	ID0517
ID1364	ID0742	ID0517
ID1957	ID0627	ID0754
ID1959	ID0627	ID0754
ID1964	ID0627	ID0754
ID1967	ID0627	ID0754
ID1969	ID0627	ID0754
ID1973	ID0627	ID0754
ID1981	ID0627	ID0754
ID1982	ID0627	ID0754
ID1992	ID0627	ID0754
ID2005	ID0627	ID0754
ID2007	ID0627	ID0754
ID2008	ID0627	ID0754
ID2016	ID0627	ID0754
ID2018	ID0627	ID0754
ID2025	ID0627	ID0754
ID2032	ID0627	ID0754
ID2152	ID0627	ID0754
ID2153	ID0627	ID0754
ID2158	ID0627	ID0754
ID2164	ID0627	ID0754
ID2174	ID0627	ID0754
ID2179	ID0627	ID0754
ID2180	ID0627	ID0754
ID2183	ID0627	ID0754
ID1266	ID0569	ID0385
ID1267	ID0569	ID0385
ID1270	ID0569	ID0385
ID1277	ID0569	ID0385
ID1280	ID0569	ID0385
ID1286	ID0569	ID0385
ID1288	ID0569	ID0385
ID1289	ID0569	ID0385
ID1290	ID0569	ID0385
ID1292	ID0569	ID0385
ID1296	ID0569	ID0385
ID1297	ID0569	ID0385
ID1298	ID0569	ID0385
ID1300	ID0569	ID0385
ID1306	ID0569	ID0385
ID1309	ID0569	ID0385
ID1311	ID0569	ID0385
ID1331	ID0569	ID0385
ID1334	ID0569	ID0385
ID1335	ID0569	ID0385
ID1351	ID0569	ID0385
ID1360	ID0569	ID0385
ID1361	ID0569	ID0385
ID1363	ID0569	ID0385
ID1492	ID0439	ID0735
ID1525	ID0439	ID0735
ID2034	ID0439	ID0735
ID2035	ID0439	ID0735
ID2036	ID0439	ID0735
ID2038	ID0439	ID0735
ID2039	ID0439	ID0735
ID2040	ID0439	ID0735
ID2041	ID0439	ID0735
ID2042	ID0439	ID0735
ID2043	ID0439	ID0735
ID2044	ID0439	ID0735
ID2045	ID0439	ID0735
ID2046	ID0439	ID0735
ID2047	ID0439	ID0735
ID2048	ID0439	ID0735
ID2049	ID0439	ID0735
ID2050	ID0439	ID0735
ID2051	ID0439	ID0735
ID2052	ID0439	ID0735
ID2053	ID0439	ID0735
ID2054	ID0439	ID0735
ID1956	ID0422	ID0549
ID1960	ID0422	ID0549
ID1971	ID0422	ID0549
ID1977	ID0422	ID0549
ID1980	ID0422	ID0549
ID1983	ID0422	ID0549
ID1986	ID0422	ID0549
ID1988	ID0422	ID0549
ID1989	ID0422	ID0549
ID1994	ID0422	ID0549
ID1998	ID0422	ID0549
ID2001	ID0422	ID0549
ID2004	ID0422	ID0549
ID2010	ID0422	ID0549
ID2011	ID0422	ID0549
ID2013	ID0422	ID0549
ID2014	ID0422	ID0549
ID2015	ID0422	ID0549
ID2020	ID0422	ID0549
ID2022	ID0422	ID0549
ID2023	ID0422	ID0549
ID2026	ID0422	ID0549
ID2028	ID0422	ID0549
ID2029	ID0422	ID0549
ID2030	ID0422	ID0549
ID1456	ID0404	ID0510
ID1458	ID0404	ID0510
ID1466	ID0404	ID0510
ID1467	ID0404	ID0510
ID1468	ID0404	ID0510
ID1474	ID0404	ID0510
ID1477	ID0404	ID0510
ID1478	ID0404	ID0510
ID1480	ID0404	ID0510
ID1481	ID0404	ID0510
ID1485	ID0404	ID0510
ID1488	ID0404	ID0510
ID1491	ID0404	ID0510
ID1493	ID0404	ID0510
ID1497	ID0404	ID0510
ID1501	ID0404	ID0510
ID1504	ID0404	ID0510
ID1506	ID0404	ID0510
ID1518	ID0404	ID0510
ID1523	ID0404	ID0510
ID2089	ID0404	ID0510
ID1908	ID0353	ID0571
ID1909	ID0353	ID0571
ID1910	ID0353	ID0571
ID1911	ID0353	ID0571
ID1912	ID0353	ID0571
ID1913	ID0353	ID0571
ID1914	ID0353	ID0571
ID1918	ID0353	ID0571
ID1923	ID0353	ID0571
ID1925	ID0353	ID0571
ID1929	ID0353	ID0571
ID1930	ID0353	ID0571
ID1933	ID0353	ID0571
ID1935	ID0353	ID0571
ID1936	ID0353	ID0571
ID1937	ID0353	ID0571
ID1939	ID0353	ID0571
ID1940	ID0353	ID0571
ID1942	ID0353	ID0571
ID1944	ID0353	ID0571
ID1948	ID0353	ID0571
ID1949	ID0353	ID0571
ID1951	ID0353	ID0571
ID1952	ID0353	ID0571
ID1906	ID0348	ID0805
ID1907	ID0348	ID0805
ID1916	ID0348	ID0805
ID1917	ID0348	ID0805
ID1919	ID0348	ID0805
ID1920	ID0348	ID0805
ID1921	ID0348	ID0805
ID1922	ID0348	ID0805
ID1926	ID0348	ID0805
ID1927	ID0348	ID0805
ID1928	ID0348	ID0805
ID1931	ID0348	ID0805
ID1932	ID0348	ID0805
ID1934	ID0348	ID0805
ID1938	ID0348	ID0805
ID1943	ID0348	ID0805
ID1945	ID0348	ID0805
ID1946	ID0348	ID0805
ID1947	ID0348	ID0805
ID1950	ID0348	ID0805
ID1953	ID0348	ID0805
ID1365	ID0326	ID0907
ID1366	ID0326	ID0907
ID1367	ID0326	ID0907
ID1368	ID0326	ID0907
ID1369	ID0326	ID0907
ID1370	ID0326	ID0907
ID1371	ID0326	ID0907
ID1372	ID0326	ID0907
ID1373	ID0326	ID0907
ID1374	ID0326	ID0907
ID1375	ID0326	ID0907
ID1376	ID0326	ID0907
ID1381	ID0326	ID0907
ID1386	ID0326	ID0907
ID1387	ID0326	ID0907
ID1390	ID0326	ID0907
ID1396	ID0326	ID0907
ID1403	ID0326	ID0907
ID1407	ID0326	ID0907
ID1410	ID0326	ID0907
ID1427	ID0326	ID0907
ID1432	ID0326	ID0907
ID1437	ID0326	ID0907
ID1443	ID0326	ID0907
ID1253	ID0316	ID0466
ID1254	ID0316	ID0466
ID1255	ID0316	ID0466
ID1256	ID0316	ID0466
ID1257	ID0316	ID0466
ID1258	ID0316	ID0466
ID1259	ID0316	ID0466
ID1260	ID0316	ID0466
ID1261	ID0316	ID0466
ID1262	ID0316	ID0466
ID1263	ID0316	ID0466
ID1264	ID0316	ID0466
ID1265	ID0316	ID0466
ID1380	ID0316	ID0466
ID1388	ID0316	ID0466
ID1409	ID0316	ID0466
ID1411	ID0316	ID0466
ID1414	ID0316	ID0466
ID1417	ID0316	ID0466
ID1436	ID0316	ID0466
ID1440	ID0316	ID0466
ID1442	ID0316	ID0466
ID1448	ID0316	ID0466
ID1451	ID0316	ID0466
ID2139	ID0293	ID0784
ID2141	ID0293	ID0784
ID2143	ID0293	ID0784
ID2147	ID0293	ID0784
ID2148	ID0293	ID0784
ID2150	ID0293	ID0784
ID2156	ID0293	ID0784
ID2157	ID0293	ID0784
ID2159	ID0293	ID0784
ID2160	ID0293	ID0784
ID2161	ID0293	ID0784
ID2162	ID0293	ID0784
ID2163	ID0293	ID0784
ID2165	ID0293	ID0784
ID2166	ID0293	ID0784
ID2169	ID0293	ID0784
ID2172	ID0293	ID0784
ID2173	ID0293	ID0784
ID2176	ID0293	ID0784
ID2178	ID0293	ID0784
ID2184	ID0293	ID0784
ID2185	ID0293	ID0784
ID2186	ID0293	ID0784
ID0089	ID0258	ID0275
ID0035	ID0258	ID0275
ID0041	ID0258	ID0275
ID0042	ID0258	ID0275
ID0048	ID0258	ID0275
ID0055	ID0258	ID0275
ID0057	ID0258	ID0275
ID0059	ID0258	ID0275
